day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-16,0.2748701795935631,0.030298807192593813,0.2232061025376121,0.00964443680519859,0.08786591577033202,0.7107690125703812,0.04634023178368807,0.20477156341075897,0.06718025015046199,0.6309311663111051,0.33491604775190353,0.5460464395582676,0.077189934750398,3
2020-09-17,0.3445490185171366,0.048829159582965076,0.23541799143422396,0.011035981023451314,0.21787343649193644,0.6125953678041697,0.059645192534662786,0.13511972818523646,0.0732660623267293,0.3644758114591241,0.3316609047353268,0.40109701808542014,0.19780586822889745,20
2020-09-18,0.17320983935343592,0.029112965873393574,0.104079102215014,0.013995759262654343,0.11418603375358016,0.8145163404314142,0.09479964102961515,0.3129974562478693,0.06582894607594139,0.5806040341328633,0.1756279094046668,0.5583994689544565,0.16400404730321547,19
2020-09-19,0.22645677280213153,0.03615853749215603,0.18148290462392783,0.07487933188011604,0.14419241981314762,0.6472157761454582,0.04863997342597161,0.18810086590903147,0.08959652530029416,0.40289456663387163,0.23964007424988917,0.3986089276149869,0.1527306708906378,14
2020-09-20,0.25178016908466816,0.04474196678105121,0.14854323483693102,0.01573678447069445,0.16115353085721532,0.6194661452124516,0.05735739731850723,0.1616219513428708,0.11082658842982103,0.3546386250915627,0.32321446606268484,0.38834551225105923,0.12913936077772328,24
2020-09-21,0.31562389569977917,0.044531440486510594,0.20800950427850087,0.010973694501444697,0.19418765542407831,0.6567065825064977,0.06369023565202951,0.17132332151134808,0.09411381824562946,0.49240598691006504,0.3269839564959208,0.48786211100717386,0.05555498202641805,15
2020-09-22,0.43048756838063984,0.06774152371594135,0.33795128349105225,0.08325599481844727,0.328622134621529,0.5078226590857786,0.05054635738077409,0.1428952711250852,0.1088692059411722,0.325175121317015,0.30504500986460376,0.34074024001465125,0.06828768759527627,17
2020-09-23,0.2991166441317867,0.047136330949690414,0.2230182294459904,0.01773980354397174,0.17600313984953306,0.6201921622542774,0.04785384862300228,0.18718988618210836,0.11092446092516184,0.41797388925710144,0.34248557993594336,0.40237874077523456,0.07824684668551474,17
2020-09-24,0.3347795407753438,0.042641088676949344,0.20812462169366577,0.01662158234588181,0.24207408058767518,0.7531046230966846,0.06591815253098805,0.14087409029404324,0.0691572348587215,0.5374524770304561,0.2718721544370055,0.5268952278420329,0.17850404108564058,12
2020-09-25,0.47524993618329364,0.02621324888120095,0.3055411170547207,0.05003726823876301,0.26608694282670814,0.6165181025862694,0.027855307484666508,0.19749646137158072,0.07823833792159955,0.48124970744053525,0.19378168943027654,0.3910276343425115,0.0412760553881526,6
