day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-10,0.2689340259306706,0.047649791392569356,0.20333681527811748,0.027327597714387454,0.1883290091242928,0.7525450787865199,0.08660537237301469,0.17340397290312326,0.05478018178389622,0.533370931704457,0.18352674434964472,0.5416045380899539,0.3591243386841737,13
2020-09-11,0.21811958216130733,0.03949884205524411,0.1503454071602651,0.024000173634184257,0.10590629253004279,0.7596856440816607,0.08209105607654367,0.3047781528106758,0.06897676257150513,0.508466865335192,0.18945055614624703,0.4998919910618237,0.07132897353065866,7
2020-09-15,0.2844567836395332,0.04636796623734491,0.219521876424551,0.010625537285315139,0.2146782616951636,0.5530696745429721,0.0472989797459117,0.18132755772343703,0.10577197120125804,0.35261773743799757,0.26546058537704603,0.3677130565047264,0.15568177475194847,7
2020-09-16,0.0973413186147809,0.01798494649119675,0.07124863239005208,0.005590889195445925,0.045986810931935906,0.8152281939983368,0.0769575359299779,0.3131075035780668,0.24254057207144797,0.5316084809601307,0.21560220513492823,0.6207706518471241,0.11898022377863526,4
2020-09-17,0.4557142861187458,0.07023275536485016,0.3208166467025876,0.08045952601823955,0.3109798766672611,0.6261868081986904,0.03642743062227964,0.19095563106238841,0.08659722674638033,0.4150595486164093,0.24319236874580383,0.41912546902894976,0.06867629373446107,10
2020-09-18,0.3499266315872471,0.03839056155023476,0.29360841812255484,0.09262183114575843,0.19238219604206583,0.6173310495602587,0.07444733994392057,0.1943194946895043,0.11029005702584982,0.38681961052740615,0.20567932538688183,0.39532443260153133,0.12921748616887876,12
2020-09-19,0.31662177513627443,0.03568485480568864,0.2233487467884141,0.021689144264468375,0.16796994395554066,0.6342525376993067,0.06126820013913162,0.19225555395378785,0.0819246268228573,0.4138841930338565,0.24515501935692394,0.4628167770364705,0.09768618637805476,17
2020-09-20,0.18589562250544195,0.029793656491876944,0.13746808007683442,0.014812060545765511,0.11425738668312198,0.7276000566780567,0.07475480487894105,0.2065160023858366,0.10990570582773375,0.4861392667112143,0.27370767959434056,0.5370931730241232,0.17824485582178054,23
2020-09-21,0.35859499345331086,0.037178470449441156,0.2711686479211178,0.03880464528565821,0.2429575929823129,0.7034602236488591,0.09136258509091061,0.23554338296146496,0.06192385261554433,0.41600797981347726,0.179262509326572,0.46343492927110713,0.24507919490418356,23
2020-09-22,0.2523593237468352,0.04414693801663817,0.15098672864648202,0.07076166451831038,0.1776902345009148,0.6698143205915889,0.08598500102137525,0.17437859904021025,0.11349075629065435,0.4584214807643245,0.27066027217855054,0.48819341820975143,0.14476445379356542,12
