day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-15,0.5143614374101162,0.055463107768446214,0.46752432733774174,0.020453353645280004,0.4153252951800823,0.5065801739692688,0.06256640260107815,0.1361470352858305,0.03335031121969223,0.31886421516537666,0.3489701896905899,0.22449551802128553,0.2726246183738113,2
2020-09-16,0.22378625199198723,0.03427054304629564,0.12415453027933836,0.007872918667271734,0.1507743403315544,0.7430863440036773,0.06579888388514518,0.1983946818858385,0.06354620801284909,0.5794552296400071,0.22993457987904548,0.6193819075822831,0.10854716822504998,5
2020-09-17,0.24086488752315446,0.03656672337092459,0.19712118990719318,0.026860080116117995,0.13404038300116858,0.7389622814953327,0.09192260052077472,0.2896594712510705,0.14468013774603605,0.5683372517426809,0.23661384855707487,0.5853692814707756,0.10599934433897336,6
2020-09-18,0.0378243513405323,0.010179647360928357,0.018618571921251714,0.004440075368620455,0.018813813105225567,0.9547331631183624,0.07721161376684904,0.23216912895441055,0.04113321099430323,0.887018471956253,0.1009914381429553,0.8706023693084717,0.15403501596301794,4
2020-09-19,0.428111938552724,0.08632748470538193,0.30950682227396303,0.1071867364872661,0.33563402346852755,0.6041005965736177,0.04934686872487267,0.19565725657675,0.07636151669753923,0.3601451497524977,0.2244766971303357,0.4085627200288905,0.1499947171865238,9
2020-09-20,0.32377378296639236,0.09515275007912091,0.2787058200421078,0.09283732822430986,0.27195530171905247,0.6858184539846012,0.07349848401333604,0.238081069663167,0.053757340115095885,0.4824530495596783,0.20006920397281647,0.4759063228432621,0.10214915232998985,7
2020-09-21,0.16776391910389066,0.015731500927358866,0.11726961424574253,0.0060977007378824055,0.06466652033850552,0.5780747830867767,0.039011623710393906,0.09284063708037138,0.08749040588736534,0.3451727433130145,0.3025442026555538,0.39131212048232555,0.20383720519021153,4
2020-09-22,0.36007110029459,0.05410333929790391,0.27144673756427234,0.0318555699971815,0.20194072121133408,0.6794567356506983,0.051078486152821116,0.22544845152232382,0.1043022262553374,0.4990013705359565,0.25679453193313545,0.4644049257040024,0.07311961096194056,9
2020-09-23,0.3841117127901978,0.039755761002500854,0.33089177165594363,0.0726458381395787,0.1735938069307142,0.6759208548400137,0.05492553818556997,0.20603004532555738,0.0872353474713034,0.42299338357730043,0.27643267355031437,0.399385589071446,0.07525817056496938,9
2020-09-24,0.22972337156534195,0.03681297996081412,0.14939940720796585,0.008911946089938283,0.10792702389881015,0.6603865921497345,0.0384839519392699,0.13793032243847847,0.2203447800129652,0.4690341893583536,0.3295932002365589,0.49259429797530174,0.07583995070308444,4
2020-09-25,0.03401041403412819,0.014123596251010897,0.009148059412837029,0.0013804802438244224,0.05454092472791672,0.9243454933166504,0.17775949835777285,0.374394953250885,0.26503902673721313,0.6510597467422485,0.2816866934299469,0.7484647035598755,0.19045615196228027,1
