day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-07-23,0.13978494020799795,0.03187237260863184,0.07950789015740155,0.005084013954425852,0.08148340880870819,0.6962749908367792,0.06657944371302922,0.1697564348578453,0.057111697581907116,0.4223872770865758,0.20962951332330704,0.39545641591151554,0.23724273592233658,3
2020-07-24,0.598597414791584,0.12313402816653252,0.521182706579566,0.26551318843849003,0.5260473936796188,0.336985532194376,0.03789747622795403,0.032818399369716644,0.1277676820755005,0.05529689835384489,0.4376937225461006,0.10524907521903515,0.06866748631000519,2
2020-07-25,0.3065648041665554,0.058339291252195835,0.12902337436874708,0.007946374205251535,0.16647612489759925,0.6580209781726202,0.05694888221720854,0.0873420387506485,0.15134302030007044,0.5265275550385317,0.42858851701021194,0.5068708856900533,0.2908920714010795,3
2020-07-26,0.29507504031062126,0.04324559417242805,0.20477803082515797,0.01348949425543348,0.13676895325382551,0.473522396137317,0.032871299888938665,0.08331189242502053,0.10424582349757354,0.2372067909066876,0.40056639164686203,0.266209052875638,0.07485576843221982,6
2020-07-27,0.4952564984560013,0.041904473677277565,0.23024529467026392,0.008039624585459629,0.36582757780949277,0.4269128938515981,0.08026180199036996,0.2220943309366703,0.05289458887030681,0.1564150427778562,0.3823521286249161,0.16799884413679442,0.026194946840405464,3
2020-07-28,0.26498067332431674,0.0332122843246907,0.22963389242067933,0.009198353975079954,0.15205303952097893,0.6122667491436005,0.045222168089821935,0.13720991276204586,0.07708797371014953,0.42318409960716963,0.29422458494082093,0.44505577255040407,0.03133076149970293,4
2020-07-29,0.17495776473411492,0.028808485018089414,0.09353401804608959,0.00735769750151251,0.10264035500586033,0.6591173240116665,0.07813472832952227,0.13254537646259582,0.09369633945503406,0.48311014473438263,0.2986369713076523,0.516044445335865,0.1544253852750574,7
