day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-16,0.4691217431798577,0.09483899154389898,0.30000233662625153,0.040307011416492365,0.3499835101266702,0.5645933096607526,0.07380056101828814,0.21160660814493895,0.05918434076011181,0.3818886681149403,0.2871642148743073,0.3805651757866144,0.06308995404591163,15
2020-09-17,0.3507250218186527,0.05982700592139736,0.24902654581237585,0.03824123407248407,0.2308808404719457,0.6433662313967943,0.04968877740902826,0.1447101378813386,0.09933161237277091,0.4333328399807215,0.2775760508142412,0.44656758052296935,0.12409116473281756,40
2020-09-18,0.2995558426176247,0.03504146039159151,0.22888592962714793,0.0473749833140653,0.17818188358490405,0.6859992498107124,0.06577549303734773,0.1930659860699323,0.08758789090145576,0.4918569846961059,0.2400167859567885,0.5063621412570539,0.0987060229343019,57
2020-09-19,0.3388116574287415,0.04596252772025764,0.23285333660431207,0.05592869667336345,0.24171804228797555,0.6237912694364787,0.0679225786589086,0.19066560111939906,0.08204286152496934,0.34662608043290677,0.27168707855045793,0.36202021764591336,0.16127940717153252,50
2020-09-20,0.2718041378858627,0.031955866252674776,0.2111623027161056,0.04512452249250868,0.14678469397054583,0.6834749380747477,0.06327999936526313,0.2360063471338328,0.09179898835353408,0.4322708826146874,0.23559119983338841,0.449857312199824,0.11308470896134774,51
2020-09-21,0.32440117605942853,0.04220285685732961,0.21554800091615442,0.03911032937752197,0.201280671171844,0.6673660748923311,0.0738025264225292,0.2183921975178682,0.08620660980137027,0.4360950034948028,0.24263075404629417,0.44504049159966563,0.11260976854293626,49
2020-09-22,0.305610224223611,0.04591781872493977,0.20818734261080285,0.036884953352538025,0.21900499518960714,0.6796122130260549,0.07249683865600011,0.20085964000529863,0.07668805437755179,0.44900848337618465,0.27822005236521363,0.4648731356825341,0.11606573766436089,44
2020-09-23,0.32620739600822035,0.03083731123593216,0.28151928140854865,0.036077517363261064,0.1923302837519669,0.6970092747725692,0.06510895240467553,0.18883871005884573,0.06869394964008939,0.539465977956413,0.19960376452289375,0.552838250885115,0.13337887186264874,51
2020-09-24,0.38294380074556994,0.04547846439883721,0.3009796999109795,0.030096746294531136,0.23476702145928022,0.6141627544195069,0.06271588019741585,0.16188154759227621,0.09275351126431203,0.3528668278524158,0.256366049034559,0.38234762020637186,0.12431393934375777,49
2020-09-25,0.4020775749924637,0.05188891151919961,0.29523988210019614,0.054071684839159605,0.22868874833165181,0.5937268169862884,0.040227989732686965,0.15549374513682865,0.07776270811224267,0.39864522653321427,0.3290888624531882,0.3790395363189635,0.1029576541456793,21
