day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-10,0.19498946331441402,0.02033452964387834,0.08078916799277067,0.007416362455114722,0.1475457375869155,0.836897975206375,0.06626579537987709,0.19146717339754105,0.03392893094569445,0.7051778972148895,0.14047163836658,0.6951108753681183,0.13005571961402893,5
2020-09-11,0.2164041018113494,0.04051471780985594,0.17362770531326532,0.009111693943850696,0.17722191102802753,0.545295923948288,0.05229139281436801,0.14368383213877678,0.05152401770465076,0.3101181099191308,0.20957929641008377,0.351516617462039,0.15870187990367413,4
2020-09-15,0.2858427974085013,0.027999013972779114,0.1981338169425726,0.012884359806776047,0.14118329559763274,0.7191292345523834,0.03902100181827942,0.15726311753193536,0.05948036350309849,0.621626670161883,0.25995761528611183,0.5084588974714279,0.03648277744650841,3
2020-09-16,0.7845202088356018,0.05126749724149704,0.34556224942207336,0.029473461210727688,0.3811656832695007,0.8678432703018188,0.07210145145654677,0.7736955881118774,0.05706886947154999,0.16542720794677734,0.3180879056453705,0.2432658076286316,0.0392092689871788,1
2020-09-17,0.4967687427997589,0.022954316809773445,0.2775965929031372,0.12199120223522185,0.1405402570962906,0.7972483634948729,0.053868234157562256,0.7027369141578674,0.14052218198776245,0.038249820470809937,0.26208803057670593,0.09854870289564133,0.01915707066655159,1
2020-09-18,0.17432593793741294,0.029322258329817226,0.13146156684628554,0.0071769909866686386,0.07343738659151963,0.6452926908220563,0.03660596621089748,0.11190337634512357,0.08513456476586205,0.526009743234941,0.3218054973653385,0.5171008152621133,0.058148997968861034,7
2020-09-19,0.2041543768718839,0.007191736600361764,0.20300670468714088,0.007749489217530936,0.05371639388613403,0.8716720044612885,0.10985894780606031,0.2652777601033449,0.03937266720458865,0.667372040450573,0.09543512761592865,0.733846977353096,0.23913923278450966,4
2020-09-20,0.545941598713398,0.08803133107721806,0.27203669492155313,0.014167408342473207,0.5938363820314407,0.521591454744339,0.08088275883346796,0.09281259030103683,0.045394912362098694,0.24342215806245804,0.24866683036088943,0.22259781509637833,0.10802222415804863,2
2020-09-21,0.24437435095508894,0.02919482005139192,0.18778194766491652,0.007264421321451664,0.07395163364708424,0.7574740250905355,0.06525471558173497,0.2442293787995974,0.10246966934452456,0.5389912612736225,0.31105409438411397,0.5621644059816996,0.11159340788920719,3
2020-09-22,0.31864426843822,0.04931267071515322,0.13053515879437327,0.008925413130782545,0.18703164532780647,0.5384072512388229,0.05971053009852767,0.10631799511611462,0.08642760012298822,0.22634035360533744,0.3224482014775276,0.29006126802414656,0.06439377600327134,4
2020-09-23,0.3758319364860654,0.05199871825364729,0.26173187342161935,0.018925753713119775,0.2693565251926581,0.5995451410611471,0.12555570031205812,0.19207152786354223,0.05078321788460016,0.3299767849966883,0.2836280247817437,0.3390884663288792,0.22387994298090538,6
