day,positive,trust,joy,love,optimism,negative,pessimism,sadness,surprise,anger,anticipation,disgust,fear,size
2020-09-10,0.21244510859251023,0.02398942820727825,0.18632893040776252,0.008539140364155174,0.11247099041938782,0.7123017579317092,0.032261837460100654,0.10552773252129555,0.05302911270409823,0.582219360768795,0.24888986945152283,0.4575497329235077,0.07118299603462219,5
2020-09-11,0.266675982481012,0.030134916878663577,0.13269181871929994,0.010332283975843053,0.1630453995357339,0.7668422815891413,0.0613438982803088,0.20652208835459673,0.09644910112883036,0.5884287772843471,0.2186312057937567,0.5831662233059223,0.08930192658534417,13
2020-09-15,0.40064945816993713,0.011507663410156965,0.3395497826859355,0.014558279188349845,0.15517553780227897,0.936631053686142,0.04024612344801426,0.22272748872637751,0.03312283754348755,0.8706570267677307,0.0761690940707922,0.7054437398910522,0.11412198981270194,2
2020-09-16,0.21454719391961893,0.04358138350976838,0.09446048446827465,0.005711119647862183,0.16283256446735728,0.6995902160803477,0.10973848164495495,0.16895178705453873,0.09845820172793335,0.36185309456454384,0.343887517021762,0.3943909899228149,0.25776060049732524,9
2020-09-17,0.3590080846101046,0.04727779584936797,0.18677615001797676,0.011361616710200906,0.19132838305085897,0.666098789870739,0.07582963733002543,0.21071565560996533,0.19633194487541913,0.4581039845943451,0.31292655542492864,0.4816564992070198,0.0626832377165556,10
2020-09-18,0.49185944867453407,0.06538103221516524,0.35193277097174097,0.14003645520590777,0.31861639242353185,0.5405877503965583,0.06920651506100382,0.17808301241270133,0.08760735379265887,0.26139523554593325,0.32540862182421343,0.2854394031954663,0.12144309581656541,14
2020-09-19,0.3519179083052136,0.05447238397651485,0.2524128241375798,0.05138968444052374,0.2260950000601865,0.49348357869755655,0.0369245388678142,0.11979434151379835,0.08922873570450715,0.3325045376661278,0.32754363332475933,0.334247114580302,0.0707429370709828,21
2020-09-20,0.45257615469969237,0.06894861183200891,0.3122422541670788,0.07038274937524246,0.27305653490699255,0.5852832530553524,0.06425799046141598,0.18495545271210945,0.08618172086202182,0.29949294661100095,0.37436483642802787,0.337518381814544,0.1892007624802108,13
2020-09-21,0.27184366315071073,0.0375323694731508,0.1475284837984613,0.018557982619053552,0.20282647931682213,0.7248241321316787,0.08926800033077598,0.23612789390608668,0.06580546172335744,0.41343201005033087,0.3063310435307877,0.42013877989458187,0.1620983373639839,14
2020-09-22,0.27278978598157044,0.032787222047581485,0.19796018192152443,0.028293025526708288,0.18969170521258524,0.7600013139216524,0.09115451405216989,0.29301907180955533,0.08611823098832055,0.4603549487104541,0.19864163881069735,0.4759931298659036,0.20893665290388622,19
2020-09-23,0.33687188290059566,0.0612981281708926,0.19679885338991882,0.04103711217176169,0.29919223468750716,0.7090846881270408,0.11374756954610347,0.37401625514030457,0.06322891544550657,0.3974613725207746,0.24930850379168987,0.4252024948596954,0.06664456762373447,10
